asset_name,network_element,network_element_str,network,latitude,longitude,augmentation_invest,replacement_invest,connections_invest,opex,other_invest,total_invest,deferrable_invest,invest_year,invest_year_str,commitment_year,email,phone,info_link,apr_link,data_currency,next_update,investment_description,demand_growth,constraint_season,annual_deferral_pool,wacc_rate,depr_rate
MT GAMBIER WEST-BLANCHE 33KV,STL,Subtransmission Line,SA Power Networks,-37.82979,140.7511,,0.15,,2250,,0.15,0.15,2025,2025,,info@sapowernetworks.com.au,131 261,https://www.sapowernetworks.com.au/centric/industry/our_network/annual_network_plans/demand_side_engagement_document.jsp,https://www.sapowernetworks.com.au/public/download.jsp?id=9716,Dec 2022 DAPR; (No SAPN review),Q2 2024,Replace directional overcurrent protection relays with standard electronic line protection relay.,,Summer,0.01,0.0617,0.033
MT GAMBIER WEST 11KV,ZS,Zone Substation,SA Power Networks,-37.82979,140.7511,,0.5,,7500,,0.5,0.5,2025,2025,,info@sapowernetworks.com.au,131 261,https://www.sapowernetworks.com.au/centric/industry/our_network/annual_network_plans/demand_side_engagement_document.jsp,https://www.sapowernetworks.com.au/public/download.jsp?id=9716,Dec 2022 DAPR; (No SAPN review),Q2 2024,Replace existing 33/11kV transformers protection with modern electronic.,,Summer,0.05,0.0617,0.033
PT LINCOLN DOCKS 11KV,ZS,Zone Substation,SA Power Networks,-34.72339,135.8681,,3.95,,59250,,3.95,3.95,2025,2025,,info@sapowernetworks.com.au,131 261,https://www.sapowernetworks.com.au/centric/industry/our_network/annual_network_plans/demand_side_engagement_document.jsp,https://www.sapowernetworks.com.au/public/download.jsp?id=9716,Dec 2022 DAPR; (No SAPN review),Q2 2024,Replace 11kV indoor switchboard with new unit.,,Summer,0.37,0.0617,0.033
FULHAM GDNS-HENLEY STH 2 66KV,STL,Subtransmission Line,SA Power Networks,-34.90713,138.5056,,0.8,,12000,,0.8,0.8,2026,2026,,info@sapowernetworks.com.au,131 261,https://www.sapowernetworks.com.au/centric/industry/our_network/annual_network_plans/demand_side_engagement_document.jsp,https://www.sapowernetworks.com.au/public/download.jsp?id=9716,Dec 2022 DAPR; (No SAPN review),Q2 2024,Replace single set of line protection relay with two standard electronic relays at both ends.,,Summer,0.08,0.0617,0.033
MURRAYTOWN-GLADSTONE 33KV,STL,Subtransmission Line,SA Power Networks,-33.26826,138.3634,,0.15,,2250,,0.15,0.15,2026,2026,,info@sapowernetworks.com.au,131 261,https://www.sapowernetworks.com.au/centric/industry/our_network/annual_network_plans/demand_side_engagement_document.jsp,https://www.sapowernetworks.com.au/public/download.jsp?id=9716,Dec 2022 DAPR; (No SAPN review),Q2 2024,Replace directional overcurrent protection relays with standard electronic line protection relay.,,Summer,0.01,0.0617,0.033
BUNGAMA-GLADSTONE 33KV,STL,Subtransmission Line,SA Power Networks,-33.26826,138.3634,,0.15,,2250,,0.15,0.15,2026,2026,,info@sapowernetworks.com.au,131 261,https://www.sapowernetworks.com.au/centric/industry/our_network/annual_network_plans/demand_side_engagement_document.jsp,https://www.sapowernetworks.com.au/public/download.jsp?id=9716,Dec 2022 DAPR; (No SAPN review),Q2 2024,Replace directional overcurrent protection relays with standard electronic line protection relay.,,Summer,0.01,0.0617,0.033
BRINKWORTH-GLADSTONE 33KV,STL,Subtransmission Line,SA Power Networks,-33.26826,138.3634,,0.2,,3000,,0.2,0.2,2026,2026,,info@sapowernetworks.com.au,131 261,https://www.sapowernetworks.com.au/centric/industry/our_network/annual_network_plans/demand_side_engagement_document.jsp,https://www.sapowernetworks.com.au/public/download.jsp?id=9716,Dec 2022 DAPR; (No SAPN review),Q2 2024,Replace directional overcurrent protection relays with standard electronic line protection relay and recommission voltage changeover schemne.,,Summer,0.02,0.0617,0.033
CROYDON CAP BANK 66KV,STL,Subtransmission Line,SA Power Networks,-34.90035,138.5657,,0.35,,5250,,0.35,0.35,2026,2026,,info@sapowernetworks.com.au,131 261,https://www.sapowernetworks.com.au/centric/industry/our_network/annual_network_plans/demand_side_engagement_document.jsp,https://www.sapowernetworks.com.au/public/download.jsp?id=9716,Dec 2022 DAPR; (No SAPN review),Q2 2024,Replace existing 66kV capacitor banks protection with modern electronic.,,Summer,0.03,0.0617,0.033
FULHAM GARDENS - BLACKPOOL,STL,Subtransmission Line,SA Power Networks,-34.90713,138.5056,,0.6,,9000,,0.6,0.6,2027,2027,,info@sapowernetworks.com.au,131 261,https://www.sapowernetworks.com.au/centric/industry/our_network/annual_network_plans/demand_side_engagement_document.jsp,https://www.sapowernetworks.com.au/public/download.jsp?id=9716,Dec 2022 DAPR; (No SAPN review),Q2 2024,Replace RAZOA and other line protection relays with 2 sets of standard electronic line protection relay.,,Summer,0.06,0.0617,0.033
BELLERIVE ZONE SUBSTATION,ZS,Zone Substation,TasNetworks,-42.8573428,147.3920297,,3,,15000,,3,3,2028,2028,,planning.enquiries@tasnetworks.com.au,1300 137 008,https://www.tasnetworks.com.au/config/getattachment/c4dce67d-5bc3-433a-8bf0-70b658d08865/industry-engagement-strategy-v1.pdf,https://www.tasnetworks.com.au/config/getattachment/a06436d3-a427-42f5-9bbc-230ee85ebd5c/annual-planning-report-2022.pdf,Dec 2022 APR,Q2 2024,Replace supply transformers at end of life,,"Summer, Winter",0.18,0.0282,0.033
DERWENT PARK ZONE SUBSTATION,ZS,Zone Substation,TasNetworks,-42.8352451,147.2906752,,2,,10000,,2,2,2025,2025,,planning.enquiries@tasnetworks.com.au,1300 137 008,https://www.tasnetworks.com.au/config/getattachment/c4dce67d-5bc3-433a-8bf0-70b658d08865/industry-engagement-strategy-v1.pdf,https://www.tasnetworks.com.au/config/getattachment/a06436d3-a427-42f5-9bbc-230ee85ebd5c/annual-planning-report-2022.pdf,Dec 2022 APR,Q2 2024,Replace supply transformers at end of life,,"Summer, Winter",0.12,0.0282,0.033
GEILSTON BAY ZONE SUBSTATION,ZS,Zone Substation,TasNetworks,-42.8395221,147.3598223,,2.6,,13000,,2.6,2.6,2027,2027,,planning.enquiries@tasnetworks.com.au,1300 137 008,https://www.tasnetworks.com.au/config/getattachment/c4dce67d-5bc3-433a-8bf0-70b658d08865/industry-engagement-strategy-v1.pdf,https://www.tasnetworks.com.au/config/getattachment/a06436d3-a427-42f5-9bbc-230ee85ebd5c/annual-planning-report-2022.pdf,Dec 2022 APR,Q2 2024,Replace supply transformers at end of life,,"Summer, Winter",0.16,0.0282,0.033
GRETNA RURAL ZONE SUBSTATION,ZS,Zone Substation,TasNetworks,-42.6919003,146.9419874,,1.1,,5500,,1.1,1.1,2025,2025,,planning.enquiries@tasnetworks.com.au,1300 137 008,https://www.tasnetworks.com.au/config/getattachment/c4dce67d-5bc3-433a-8bf0-70b658d08865/industry-engagement-strategy-v1.pdf,https://www.tasnetworks.com.au/config/getattachment/a06436d3-a427-42f5-9bbc-230ee85ebd5c/annual-planning-report-2022.pdf,Dec 2022 APR,Q2 2024,Replace supply transformer (including HV regulator) at end of life,,"Summer, Winter",0.07,0.0282,0.033
KNIGHTS ROAD SUBSTATION FEEDER,DF,Distribution Feeder,TasNetworks,-43.023,147.074,0.9,,,4500,,0.9,0.9,2024,2024,,planning.enquiries@tasnetworks.com.au,1300 137 008,https://www.tasnetworks.com.au/config/getattachment/c4dce67d-5bc3-433a-8bf0-70b658d08865/industry-engagement-strategy-v1.pdf,https://www.tasnetworks.com.au/config/getattachment/a06436d3-a427-42f5-9bbc-230ee85ebd5c/annual-planning-report-2022.pdf,Dec 2022 APR,Q2 2024,Establish a new distribution line from Knights Road Substation to alleviate overload on the Knights Road-Huonville (Central)-South Franklin-Glen Huon 11 kV distribution line. Deferral values shown are for an investment at the feeder level and thus relate to a smaller area than shown in the map. Contact the network for further information. ,,Summer,0.06,0.0282,0.033
BOYER SUBSTATION,ZS,Zone Substation,TasNetworks,-42.77952,147.101206,,5.4,,2108,,5.4,5.4,2024,2024,,planning.enquiries@tasnetworks.com.au,1300 137 008,https://www.tasnetworks.com.au/config/getattachment/c4dce67d-5bc3-433a-8bf0-70b658d08865/industry-engagement-strategy-v1.pdf,https://www.tasnetworks.com.au/config/getattachment/a06436d3-a427-42f5-9bbc-230ee85ebd5c/annual-planning-report-2022.pdf,Dec 2022 APR,Q2 2024,"Replace supply transformers T13 and T14 at end of life. Boyer Substation supplies directly to a transmission customer, hence load data is not included for reasons of confidentiality.",,Winter,0.33,0.0282,0.033
BURNIE SUBSTATION,ZS,Zone Substation,TasNetworks,-41.076775,145.890923,,4.9,,2108,,4.9,4.9,2025,2025,,planning.enquiries@tasnetworks.com.au,1300 137 008,https://www.tasnetworks.com.au/config/getattachment/c4dce67d-5bc3-433a-8bf0-70b658d08865/industry-engagement-strategy-v1.pdf,https://www.tasnetworks.com.au/config/getattachment/a06436d3-a427-42f5-9bbc-230ee85ebd5c/annual-planning-report-2022.pdf,Dec 2022 APR,Q2 2024,Replace supply transformers at end of life,,"Summer, Winter",0.3,0.0282,0.033
CHAPEL STREET SUBSTATION,ZS,Zone Substation,TasNetworks,-42.842991,147.255172,,3.7,,1581,,3.7,3.7,2025,2025,,planning.enquiries@tasnetworks.com.au,1300 137 008,https://www.tasnetworks.com.au/config/getattachment/c4dce67d-5bc3-433a-8bf0-70b658d08865/industry-engagement-strategy-v1.pdf,https://www.tasnetworks.com.au/config/getattachment/a06436d3-a427-42f5-9bbc-230ee85ebd5c/annual-planning-report-2022.pdf,Dec 2022 APR,Q2 2024,Replace 11 kV switchgear at end of life,,"Summer, Winter",0.23,0.0282,0.033
KERMANDIE SUBSTATION,ZS,Zone Substation,TasNetworks,-43.164435,146.945525,,4.7,,1054,,4.7,4.7,2027,2027,,planning.enquiries@tasnetworks.com.au,1300 137 008,https://www.tasnetworks.com.au/config/getattachment/c4dce67d-5bc3-433a-8bf0-70b658d08865/industry-engagement-strategy-v1.pdf,https://www.tasnetworks.com.au/config/getattachment/a06436d3-a427-42f5-9bbc-230ee85ebd5c/annual-planning-report-2022.pdf,Dec 2022 APR,Q2 2024,Replace supply transformers at end of life,,"Summer, Winter",0.29,0.0282,0.033
KNIGHTS ROAD SUBSTATION,ZS,Zone Substation,TasNetworks,-43.022861,147.073676,,1.8,,1581,,1.8,1.8,2030,2030,,planning.enquiries@tasnetworks.com.au,1300 137 008,https://www.tasnetworks.com.au/config/getattachment/c4dce67d-5bc3-433a-8bf0-70b658d08865/industry-engagement-strategy-v1.pdf,https://www.tasnetworks.com.au/config/getattachment/a06436d3-a427-42f5-9bbc-230ee85ebd5c/annual-planning-report-2022.pdf,Dec 2022 APR,Q2 2024,Replace supply transformers (including 11 kV switchgear) at end of life,,"Summer, Winter",0.11,0.0282,0.033
PORT LATTA SUBSTATION,ZS,Zone Substation,TasNetworks,-40.854047,145.378031,,3.7,,2108,,3.7,3.7,2027,2027,,planning.enquiries@tasnetworks.com.au,1300 137 008,https://www.tasnetworks.com.au/config/getattachment/c4dce67d-5bc3-433a-8bf0-70b658d08865/industry-engagement-strategy-v1.pdf,https://www.tasnetworks.com.au/config/getattachment/a06436d3-a427-42f5-9bbc-230ee85ebd5c/annual-planning-report-2022.pdf,Dec 2022 APR,Q2 2024,Replace supply transformers at end of life,,"Summer, Winter",0.23,0.0282,0.033
RAILTON SUBSTATION,ZS,Zone Substation,TasNetworks,-41.333952,146.423402,,1.9,,1581,,1.9,1.9,2025,2025,,planning.enquiries@tasnetworks.com.au,1300 137 008,https://www.tasnetworks.com.au/config/getattachment/c4dce67d-5bc3-433a-8bf0-70b658d08865/industry-engagement-strategy-v1.pdf,https://www.tasnetworks.com.au/config/getattachment/a06436d3-a427-42f5-9bbc-230ee85ebd5c/annual-planning-report-2022.pdf,Dec 2022 APR,Q2 2024,Replace 22 kV switchgear at end of life,,"Summer, Winter",0.12,0.0282,0.033
ROSEBERY SUBSTATION,ZS,Zone Substation,TasNetworks,-41.776977,145.539301,,4.8,,1054,,4.8,4.8,2029,2029,,planning.enquiries@tasnetworks.com.au,1300 137 008,https://www.tasnetworks.com.au/config/getattachment/c4dce67d-5bc3-433a-8bf0-70b658d08865/industry-engagement-strategy-v1.pdf,https://www.tasnetworks.com.au/config/getattachment/a06436d3-a427-42f5-9bbc-230ee85ebd5c/annual-planning-report-2022.pdf,Dec 2022 APR,Q2 2024,Replace supply transformers at end of life,,"Summer, Winter",0.29,0.0282,0.033
SAVAGE RIVER SUBSTATION,ZS,Zone Substation,TasNetworks,-41.487375,145.212255,,3.8,,1054,,3.8,3.8,2029,2029,,planning.enquiries@tasnetworks.com.au,1300 137 008,https://www.tasnetworks.com.au/config/getattachment/c4dce67d-5bc3-433a-8bf0-70b658d08865/industry-engagement-strategy-v1.pdf,https://www.tasnetworks.com.au/config/getattachment/a06436d3-a427-42f5-9bbc-230ee85ebd5c/annual-planning-report-2022.pdf,Dec 2022 APR,Q2 2024,"Replace supply transformers at end of life. Savage River Substation supplies predominantly to a transmission customer, hence load data is not included for reasons of confidentiality.",,"Summer, Winter",0.23,0.0282,0.033
SORELL SUBSTATION,ZS,Zone Substation,TasNetworks,-42.776213,147.555404,,1.9,,1581,,1.9,1.9,2026,2026,,planning.enquiries@tasnetworks.com.au,1300 137 008,https://www.tasnetworks.com.au/config/getattachment/c4dce67d-5bc3-433a-8bf0-70b658d08865/industry-engagement-strategy-v1.pdf,https://www.tasnetworks.com.au/config/getattachment/a06436d3-a427-42f5-9bbc-230ee85ebd5c/annual-planning-report-2022.pdf,Dec 2022 APR,Q2 2024,Replace 22 kV switchgear at end of life,,"Summer, Winter",0.12,0.0282,0.033
ST MARYS SUBSTATION,ZS,Zone Substation,TasNetworks,-41.592224,148.183699,,3.8,,2108,,3.8,3.8,2027,2027,,planning.enquiries@tasnetworks.com.au,1300 137 008,https://www.tasnetworks.com.au/config/getattachment/c4dce67d-5bc3-433a-8bf0-70b658d08865/industry-engagement-strategy-v1.pdf,https://www.tasnetworks.com.au/config/getattachment/a06436d3-a427-42f5-9bbc-230ee85ebd5c/annual-planning-report-2022.pdf,Dec 2022 APR,Q2 2024,Replace supply transformers at end of life,,"Summer, Winter",0.23,0.0282,0.033
ULVERSTONE SUBSTATION,ZS,Zone Substation,TasNetworks,-41.171572,146.162454,,2,,1581,,2,2,2025,2025,,planning.enquiries@tasnetworks.com.au,1300 137 008,https://www.tasnetworks.com.au/config/getattachment/c4dce67d-5bc3-433a-8bf0-70b658d08865/industry-engagement-strategy-v1.pdf,https://www.tasnetworks.com.au/config/getattachment/a06436d3-a427-42f5-9bbc-230ee85ebd5c/annual-planning-report-2022.pdf,Dec 2022 APR,Q2 2024,Replace 22 kV switchgear at end of life,,"Summer, Winter",0.12,0.0282,0.033
WADDAMANA SUBSTATION,ZS,Zone Substation,TasNetworks,-42.125229,146.745163,,0.3,,150,,0.3,0.3,2029,2029,,planning.enquiries@tasnetworks.com.au,1300 137 008,https://www.tasnetworks.com.au/config/getattachment/c4dce67d-5bc3-433a-8bf0-70b658d08865/industry-engagement-strategy-v1.pdf,https://www.tasnetworks.com.au/config/getattachment/a06436d3-a427-42f5-9bbc-230ee85ebd5c/annual-planning-report-2022.pdf,Dec 2022 APR,Q2 2024,Replace supply transformer at end of life,,"Summer, Winter",0.02,0.0282,0.033
LINDISFARNE-BELLERIVE 33 KV SUB-TRANSMISSION LINE,STL,Subtransmission Line,TasNetworks Transmission,-42.8247913,147.3495422,,0.9,,4500,,0.9,0.9,2025,2025,,planning.enquiries@tasnetworks.com.au,1300 137 008,https://www.tasnetworks.com.au/config/getattachment/c4dce67d-5bc3-433a-8bf0-70b658d08865/industry-engagement-strategy-v1.pdf,https://www.tasnetworks.com.au/config/getattachment/a06436d3-a427-42f5-9bbc-230ee85ebd5c/annual-planning-report-2022.pdf,Dec 2022 APR,Q2 2024,Replace sub-transmission line cables  at end of life,,"Summer, Winter",0.06,0.0282,0.033
RISDON-DERWENT PARK 33 KV SUB-TRANSMISSION LINE,STL,Subtransmission Line,TasNetworks Transmission,-42.835317,147.3164281,2,,,10000,,2,2,2025,2025,,planning.enquiries@tasnetworks.com.au,1300 137 008,https://www.tasnetworks.com.au/config/getattachment/c4dce67d-5bc3-433a-8bf0-70b658d08865/industry-engagement-strategy-v1.pdf,https://www.tasnetworks.com.au/config/getattachment/a06436d3-a427-42f5-9bbc-230ee85ebd5c/annual-planning-report-2022.pdf,Dec 2022 APR,Q2 2024,Upgrade capacity of sub-transmission lines from Risdon Substation (note: cost applies to whole program),,"Summer, Winter",0.12,0.0282,0.033
RISDON-NEW TOWN 33 KV SUB-TRANSMISSION LINE,STL,Subtransmission Line,TasNetworks Transmission,-42.835317,147.3164281,2,,,10000,,2,2,2025,2025,,planning.enquiries@tasnetworks.com.au,1300 137 008,https://www.tasnetworks.com.au/config/getattachment/c4dce67d-5bc3-433a-8bf0-70b658d08865/industry-engagement-strategy-v1.pdf,https://www.tasnetworks.com.au/config/getattachment/a06436d3-a427-42f5-9bbc-230ee85ebd5c/annual-planning-report-2022.pdf,Dec 2022 APR,Q2 2024,Upgrade capacity of sub-transmission lines from Risdon Substation (note: cost applies to whole program),,Winter,0.12,0.0282,0.033
RISDON-EAST HOBART 33 KV SUB-TRANSMISSION LINE,STL,Subtransmission Line,TasNetworks Transmission,-42.835317,147.3164281,2,,,10000,,2,2,2025,2025,,planning.enquiries@tasnetworks.com.au,1300 137 008,https://www.tasnetworks.com.au/config/getattachment/c4dce67d-5bc3-433a-8bf0-70b658d08865/industry-engagement-strategy-v1.pdf,https://www.tasnetworks.com.au/config/getattachment/a06436d3-a427-42f5-9bbc-230ee85ebd5c/annual-planning-report-2022.pdf,Dec 2022 APR,Q2 2024,Upgrade capacity of sub-transmission lines from Risdon Substation (note: cost applies to whole program),,Summer,0.12,0.0282,0.033
GEORGE TOWN-TEMCO 110 KV TRANSMISSION LINE,TL,Transmission Line,TasNetworks Transmission,-41.128904,146.885369,,5.3,,216,,5.3,5.3,2024,2024,,planning.enquiries@tasnetworks.com.au,1300 137 008,https://www.tasnetworks.com.au/config/getattachment/c4dce67d-5bc3-433a-8bf0-70b658d08865/industry-engagement-strategy-v1.pdf,https://www.tasnetworks.com.au/config/getattachment/a06436d3-a427-42f5-9bbc-230ee85ebd5c/annual-planning-report-2022.pdf,Dec 2022 APR,Q2 2024,"Replace transmission line at end of life. Temco Substation supplies directly to a transmission customer, hence load data is not included for reasons of confidentiality.",,"Summer, Winter",0.32,0.0282,0.033
BERYL,TS,Transmission Station,Transgrid,-32.34836,149.46134,,2.4,,24000,,2.4,0,2025,2025,,demandmanagement@transgrid.com.au,(02) 9284 3354,https://www.transgrid.com.au/what-we-do/non-network-solutions/Pages/default.aspx,https://www.transgrid.com.au/media/zfcmn02k/tapr_2023_v9_final.pdf,Dec 2023 TAPR; (No Transgrid review),Q2 2024,Planned substation secondary asset renewal and replacement.,,,0,0.0654,0.033
BROKEN HILL,TS,Transmission Station,Transgrid,-31.98626,141.41925,,24.3,,243000,,24.3,0,2025,2025,,demandmanagement@transgrid.com.au,(02) 9284 3354,https://www.transgrid.com.au/what-we-do/non-network-solutions/Pages/default.aspx,https://www.transgrid.com.au/media/zfcmn02k/tapr_2023_v9_final.pdf,Dec 2023 TAPR; (No Transgrid review),Q2 2024,Planned substation secondary asset renewal and replacement.,,,0,0.0654,0.033
CANBERRA,TS,Transmission Station,Transgrid,-35.21902,148.99774,,,3.29,32877.43,,3.29,0,2028,2028,,demandmanagement@transgrid.com.au,(02) 9284 3354,https://www.transgrid.com.au/what-we-do/non-network-solutions/Pages/default.aspx,https://www.transgrid.com.au/media/zfcmn02k/tapr_2023_v9_final.pdf,Dec 2023 TAPR; (No Transgrid review),Q2 2024,132kV connection of Evoenergy's Strathnairn Zone Substation.,,,0,0.0654,0.033
COLEAMBALLY,TS,Transmission Station,Transgrid,-34.74101,145.95385,,3.6,,36000,,3.6,0,2023,2023,,demandmanagement@transgrid.com.au,(02) 9284 3354,https://www.transgrid.com.au/what-we-do/non-network-solutions/Pages/default.aspx,https://www.transgrid.com.au/media/zfcmn02k/tapr_2023_v9_final.pdf,Dec 2023 TAPR; (No Transgrid review),Q2 2024,Planned substation secondary asset renewal and replacement.,,,0,0.0654,0.033
COWRA,TS,Transmission Station,Transgrid,-33.84993,148.67648,,7.5,,75000,,7.5,0,2028,2028,,demandmanagement@transgrid.com.au,(02) 9284 3354,https://www.transgrid.com.au/what-we-do/non-network-solutions/Pages/default.aspx,https://www.transgrid.com.au/media/zfcmn02k/tapr_2023_v9_final.pdf,Dec 2023 TAPR; (No Transgrid review),Q2 2024,Planned substation secondary asset renewal and replacement.,,,0,0.0654,0.033
DAPTO,TS,Transmission Station,Transgrid,-34.53398,150.78288,,6.8,,68000,,6.8,0,2024,2024,,demandmanagement@transgrid.com.au,(02) 9284 3354,https://www.transgrid.com.au/what-we-do/non-network-solutions/Pages/default.aspx,https://www.transgrid.com.au/media/zfcmn02k/tapr_2023_v9_final.pdf,Dec 2023 TAPR; (No Transgrid review),Q2 2024,Planned substation primary (HV) asset renewal/replacement.,,,0,0.0654,0.033
DARLINGTON POINT,TS,Transmission Station,Transgrid,-34.64923,146.03534,4.42,,,40000,,4.42,4.42,2025,2025,,demandmanagement@transgrid.com.au,(02) 9284 3354,https://www.transgrid.com.au/what-we-do/non-network-solutions/Pages/default.aspx,https://www.transgrid.com.au/media/zfcmn02k/tapr_2023_v9_final.pdf,Dec 2023 TAPR; (No Transgrid review),Q2 2024,330/220kV Tx Tripping Scheme.,,Winter,0.43,0.0654,0.033
DENILIQUIN,TS,Transmission Station,Transgrid,-35.55726,145.0314,,13.3,,133000,,13.3,0,2023,2023,,demandmanagement@transgrid.com.au,(02) 9284 3354,https://www.transgrid.com.au/what-we-do/non-network-solutions/Pages/default.aspx,https://www.transgrid.com.au/media/zfcmn02k/tapr_2023_v9_final.pdf,Dec 2023 TAPR; (No Transgrid review),Q2 2024,Planned substation secondary asset renewal and replacement.,,,0,0.0654,0.033
FORBES,TS,Transmission Station,Transgrid,-33.36541,148.01982,,17,,170000,,17,0,2023,2023,,demandmanagement@transgrid.com.au,(02) 9284 3354,https://www.transgrid.com.au/what-we-do/non-network-solutions/Pages/default.aspx,https://www.transgrid.com.au/media/zfcmn02k/tapr_2023_v9_final.pdf,Dec 2023 TAPR; (No Transgrid review),Q2 2024,Planned substation primary (HV) asset renewal/replacement.,,,0,0.0654,0.033
HAYMARKET,TS,Transmission Station,Transgrid,-33.88154,151.20236,,13.6,,136000,,13.6,0,2024,2024,,demandmanagement@transgrid.com.au,(02) 9284 3354,https://www.transgrid.com.au/what-we-do/non-network-solutions/Pages/default.aspx,https://www.transgrid.com.au/media/zfcmn02k/tapr_2023_v9_final.pdf,Dec 2023 TAPR; (No Transgrid review),Q2 2024,Planned substation secondary asset renewal and replacement.,,,0,0.0654,0.033
INGLEBURN,TS,Transmission Station,Transgrid,-34.0143,150.8514,,10.1,,101000,,10.1,0,2024,2024,,demandmanagement@transgrid.com.au,(02) 9284 3354,https://www.transgrid.com.au/what-we-do/non-network-solutions/Pages/default.aspx,https://www.transgrid.com.au/media/zfcmn02k/tapr_2023_v9_final.pdf,Dec 2023 TAPR; (No Transgrid review),Q2 2024,Planned substation secondary asset renewal and replacement.,,,0,0.0654,0.033
INVERELL,TS,Transmission Station,Transgrid,-29.78554,151.1593,,11.7,,117000,,11.7,0,2026,2026,,demandmanagement@transgrid.com.au,(02) 9284 3354,https://www.transgrid.com.au/what-we-do/non-network-solutions/Pages/default.aspx,https://www.transgrid.com.au/media/zfcmn02k/tapr_2023_v9_final.pdf,Dec 2023 TAPR; (No Transgrid review),Q2 2024,Planned substation primary (HV) asset renewal/replacement.,,,0,0.0654,0.033
KANGAROO VALLEY,TS,Transmission Station,Transgrid,-34.7238005,150.481714,23.35,,,233463.04,,23.35,23.35,2027,2027,,demandmanagement@transgrid.com.au,(02) 9284 3354,https://www.transgrid.com.au/what-we-do/non-network-solutions/Pages/default.aspx,https://www.transgrid.com.au/media/zfcmn02k/tapr_2023_v9_final.pdf,Dec 2023 TAPR; (No Transgrid review),Q2 2024,Option 4.1A - Install one 50 MVAr Shunt Reactor at KVSS 330kV.,,,2.3,0.0654,0.033
KEMPS CREEK,TS,Transmission Station,Transgrid,-33.90086,150.81052,,,,854473.46,85.45,85.45,0,2029,2029,,demandmanagement@transgrid.com.au,(02) 9284 3354,https://www.transgrid.com.au/what-we-do/non-network-solutions/Pages/default.aspx,https://www.transgrid.com.au/media/zfcmn02k/tapr_2023_v9_final.pdf,Dec 2023 TAPR; (No Transgrid review),Q2 2024,Kemps Creek 132kV Switching Station.,,,0,0.0654,0.033
LIVERPOOL,TS,Transmission Station,Transgrid,-33.9323,150.86592,,9.1,,91000,,9.1,0,2023,2023,,demandmanagement@transgrid.com.au,(02) 9284 3354,https://www.transgrid.com.au/what-we-do/non-network-solutions/Pages/default.aspx,https://www.transgrid.com.au/media/zfcmn02k/tapr_2023_v9_final.pdf,Dec 2023 TAPR; (No Transgrid review),Q2 2024,Planned substation secondary asset renewal and replacement.,,,0,0.0654,0.033
LOWER TUMUT,TS,Transmission Station,Transgrid,-35.60689,148.28863,,29.9,,299000,,29.9,0,2028,2028,,demandmanagement@transgrid.com.au,(02) 9284 3354,https://www.transgrid.com.au/what-we-do/non-network-solutions/Pages/default.aspx,https://www.transgrid.com.au/media/zfcmn02k/tapr_2023_v9_final.pdf,Dec 2023 TAPR; (No Transgrid review),Q2 2024,Planned substation secondary asset renewal and replacement.,,,0,0.0654,0.033
MARULAN,TS,Transmission Station,Transgrid,-34.6153365,150.0519305,,9.5,,95000,,9.5,0,2023,2023,,demandmanagement@transgrid.com.au,(02) 9284 3354,https://www.transgrid.com.au/what-we-do/non-network-solutions/Pages/default.aspx,https://www.transgrid.com.au/media/zfcmn02k/tapr_2023_v9_final.pdf,Dec 2023 TAPR; (No Transgrid review),Q2 2024,Planned substation primary (HV) asset renewal/replacement.,,,0,0.0654,0.033
MOLONG,TS,Transmission Station,Transgrid,-33.08708,148.89914,,6.9,,69000,,6.9,0,2028,2028,,demandmanagement@transgrid.com.au,(02) 9284 3354,https://www.transgrid.com.au/what-we-do/non-network-solutions/Pages/default.aspx,https://www.transgrid.com.au/media/zfcmn02k/tapr_2023_v9_final.pdf,Dec 2023 TAPR; (No Transgrid review),Q2 2024,Planned substation primary (HV) asset renewal/replacement.,,,0,0.0654,0.033
MURRAY,TS,Transmission Station,Transgrid,-36.22509,148.14464,,12.4,,124000,,12.4,0,2026,2026,,demandmanagement@transgrid.com.au,(02) 9284 3354,https://www.transgrid.com.au/what-we-do/non-network-solutions/Pages/default.aspx,https://www.transgrid.com.au/media/zfcmn02k/tapr_2023_v9_final.pdf,Dec 2023 TAPR; (No Transgrid review),Q2 2024,Planned substation primary (HV) asset renewal/replacement.,,,0,0.0654,0.033
MURRUMBURRAH,TS,Transmission Station,Transgrid,-34.5417,148.31329,,10.3,,103000,,10.3,0,2024,2024,,demandmanagement@transgrid.com.au,(02) 9284 3354,https://www.transgrid.com.au/what-we-do/non-network-solutions/Pages/default.aspx,https://www.transgrid.com.au/media/zfcmn02k/tapr_2023_v9_final.pdf,Dec 2023 TAPR; (No Transgrid review),Q2 2024,Planned substation secondary asset renewal and replacement.,,,0,0.0654,0.033
NARRABRI,TS,Transmission Station,Transgrid,-30.316964,149.7977135,,2.9,,29000,,2.9,0,2028,2028,,demandmanagement@transgrid.com.au,(02) 9284 3354,https://www.transgrid.com.au/what-we-do/non-network-solutions/Pages/default.aspx,https://www.transgrid.com.au/media/zfcmn02k/tapr_2023_v9_final.pdf,Dec 2023 TAPR; (No Transgrid review),Q2 2024,Planned substation secondary asset renewal and replacement.,,,0,0.0654,0.033
